Event,Fighter 1,Fighter 2,Result,KDs (Fighter 1),KDs (Fighter 2),STR (Fighter 1),STR (Fighter 2),TDs (Fighter 1),TDs (Fighter 2),Subs (Fighter 1),Subs (Fighter 2),Weight Class,Method,Round,Time
UFC 308: Topuria vs. Holloway,Ilia Topuria,Max Holloway,Draw,0,0,0,0,0,0,0,0,Featherweight,,,
UFC 308: Topuria vs. Holloway,Robert Whittaker,Khamzat Chimaev,Draw,0,0,0,0,0,0,0,0,Middleweight,,,
UFC 308: Topuria vs. Holloway,Lerone Murphy,Dan Ige,Draw,0,0,0,0,0,0,0,0,Featherweight,,,
UFC 308: Topuria vs. Holloway,Magomed Ankalaev,Aleksandar Rakic,Draw,0,0,0,0,0,0,0,0,Light Heavyweight,,,
UFC 308: Topuria vs. Holloway,Shara Magomedov,Armen Petrosyan,Draw,0,0,0,0,0,0,0,0,Middleweight,,,
UFC 308: Topuria vs. Holloway,Geoff Neal,Rafael Dos Anjos,Draw,0,0,0,0,0,0,0,0,Welterweight,,,
UFC 308: Topuria vs. Holloway,Mateusz Rebecki,Myktybek Orolbai,Draw,0,0,0,0,0,0,0,0,Lightweight,,,
UFC 308: Topuria vs. Holloway,Said Nurmagomedov,Daniel Santos,Draw,0,0,0,0,0,0,0,0,Bantamweight,,,
UFC 308: Topuria vs. Holloway,Abus Magomedov,Brunno Ferreira,Draw,0,0,0,0,0,0,0,0,Middleweight,,,
UFC 308: Topuria vs. Holloway,Kennedy Nzechukwu,Chris Barnett,Draw,0,0,0,0,0,0,0,0,Heavyweight,,,
UFC 308: Topuria vs. Holloway,Farid Basharat,Victor Hugo,Draw,0,0,0,0,0,0,0,0,Bantamweight,,,
UFC 308: Topuria vs. Holloway,Ismail Naurdiev,Bruno Silva,Draw,0,0,0,0,0,0,0,0,Middleweight,,,
UFC 308: Topuria vs. Holloway,Rinat Fakhretdinov,Carlos Leal,Draw,0,0,0,0,0,0,0,0,Welterweight,,,
UFC 308: Topuria vs. Holloway,Ibo Aslan,Rafael Cerqueira,Draw,0,0,0,0,0,0,0,0,Light Heavyweight,,,
UFC Fight Night: Hernandez vs. Pereira,Anthony Hernandez,Michel Pereira,Anthony Hernandez,0,0,152,24,10,0,0,1,Middleweight,"KO/TKO

      

      
        Elbows",5,2:22
UFC Fight Night: Hernandez vs. Pereira,Rob Font,Kyler Phillips,Rob Font,0,0,61,38,0,4,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Hernandez vs. Pereira,Charles Johnson,Sumudaerji,Charles Johnson,1,0,65,75,2,0,0,2,Flyweight,U-DEC,3,5:00
UFC Fight Night: Hernandez vs. Pereira,Cameron Smotherman,Jake Hadley,Cameron Smotherman,0,0,96,60,0,1,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Hernandez vs. Pereira,Darren Elkins,Daniel Pineda,Darren Elkins,0,0,39,31,3,0,0,2,Featherweight,U-DEC,3,5:00
UFC Fight Night: Hernandez vs. Pereira,Asu Almabayev,Matheus Nicolau,Asu Almabayev,1,0,22,16,1,0,0,1,Flyweight,U-DEC,3,5:00
UFC Fight Night: Hernandez vs. Pereira,Jean Matsumoto,Brad Katona,Jean Matsumoto,0,0,89,89,1,3,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Hernandez vs. Pereira,Joselyne Edwards,Tamires Vidal,Joselyne Edwards,0,0,81,34,4,0,2,0,Women's Bantamweight,"SUB

      

      
        Rear Naked Choke",3,4:33
UFC Fight Night: Hernandez vs. Pereira,Elise Reed,Jessica Penne,Elise Reed,0,0,117,54,0,1,0,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Hernandez vs. Pereira,Melissa Martinez,Alice Ardelean,Melissa Martinez,0,0,72,92,0,0,0,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Hernandez vs. Pereira,Austen Lane,Robelis Despaigne,Austen Lane,0,0,23,31,3,0,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Royval vs. Taira,Brandon Royval,Tatsuro Taira,Brandon Royval,0,0,124,42,3,6,3,1,Flyweight,S-DEC,5,5:00
UFC Fight Night: Royval vs. Taira,JunYong Park,Brad Tavares,JunYong Park,0,0,99,65,2,0,0,0,Middleweight,S-DEC,3,5:00
UFC Fight Night: Royval vs. Taira,Chidi Njokuani,Jared Gooden,Chidi Njokuani,0,0,105,20,0,2,0,1,Welterweight,U-DEC,3,5:00
UFC Fight Night: Royval vs. Taira,Grant Dawson,Rafa Garcia,Grant Dawson,0,0,44,5,2,0,0,0,Lightweight,"KO/TKO

      

      
        Punches",2,1:42
UFC Fight Night: Royval vs. Taira,Daniel Rodriguez,Alex Morono,Daniel Rodriguez,0,0,123,74,1,0,0,0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Royval vs. Taira,Ramazan Temirov,CJ Vergara,Ramazan Temirov,3,0,23,4,0,0,0,0,Flyweight,"KO/TKO

      

      
        Punch",1,2:50
UFC Fight Night: Royval vs. Taira,Pat Sabatini,Jonathan Pearce,Pat Sabatini,0,0,3,2,2,0,1,0,Featherweight,"SUB

      

      
        Rear Naked Choke",1,4:06
UFC Fight Night: Royval vs. Taira,Themba Gorimbo,Niko Price,Themba Gorimbo,0,0,68,16,7,0,2,1,Welterweight,U-DEC,3,5:00
UFC Fight Night: Royval vs. Taira,Junior Tafa,Sean Sharaf,Junior Tafa,0,0,71,53,0,1,0,0,Heavyweight,"KO/TKO

      

      
        Punches",2,2:15
UFC Fight Night: Royval vs. Taira,Julia Polastri,Cory McKenna,Julia Polastri,0,0,88,40,0,1,0,0,Women's Strawweight,S-DEC,3,5:00
UFC Fight Night: Royval vs. Taira,Cody Haddon,Dan Argueta,Cody Haddon,0,0,140,54,2,4,0,1,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Royval vs. Taira,Clayton Carpenter,Lucas Rocha,Clayton Carpenter,0,0,34,17,2,0,1,0,Flyweight,"SUB

      

      
        Rear Naked Choke",2,2:12
UFC 307: Pereira vs. Rountree Jr.,Alex Pereira,Khalil Rountree Jr.,Alex Pereira,1,0,127,61,0,0,0,0,Light Heavyweight,"KO/TKO

      

      
        Punch",4,4:32
UFC 307: Pereira vs. Rountree Jr.,Julianna Pena,Raquel Pennington,Julianna Pena,0,1,92,92,2,0,1,0,Women's Bantamweight,S-DEC,5,5:00
UFC 307: Pereira vs. Rountree Jr.,Mario Bautista,Jose Aldo,Mario Bautista,0,0,49,51,0,0,0,0,Bantamweight,S-DEC,3,5:00
UFC 307: Pereira vs. Rountree Jr.,Roman Dolidze,Kevin Holland,Roman Dolidze,0,0,19,18,1,0,0,0,Middleweight,KO/TKO,1,5:00
UFC 307: Pereira vs. Rountree Jr.,Kayla Harrison,Ketlen Vieira,Kayla Harrison,0,0,55,24,2,0,0,0,Women's Bantamweight,U-DEC,3,5:00
UFC 307: Pereira vs. Rountree Jr.,Joaquin Buckley,Stephen Thompson,Joaquin Buckley,1,0,34,49,4,0,0,0,Welterweight,"KO/TKO

      

      
        Punch",3,2:17
UFC 307: Pereira vs. Rountree Jr.,Iasmin Lucindo,Marina Rodriguez,Iasmin Lucindo,0,0,30,33,3,1,0,0,Women's Strawweight,S-DEC,3,5:00
UFC 307: Pereira vs. Rountree Jr.,Alexander Hernandez,Austin Hubbard,Alexander Hernandez,0,0,79,63,0,0,0,0,Lightweight,S-DEC,3,5:00
UFC 307: Pereira vs. Rountree Jr.,Cesar Almeida,Ihor Potieria,Cesar Almeida,0,0,57,44,0,3,1,0,Middleweight,U-DEC,3,5:00
UFC 307: Pereira vs. Rountree Jr.,Ryan Spann,Ovince Saint Preux,Ryan Spann,0,0,9,7,0,0,1,0,Light Heavyweight,"SUB

      

      
        Guillotine Choke",1,1:35
UFC 307: Pereira vs. Rountree Jr.,Tecia Pennington,Carla Esparza,Tecia Pennington,0,0,80,39,0,4,0,0,Women's Strawweight,U-DEC,3,5:00
UFC 307: Pereira vs. Rountree Jr.,Court McGee,Tim Means,Court McGee,0,0,14,5,1,0,1,0,Welterweight,"SUB

      

      
        Rear Naked Choke",1,3:19
UFC Fight Night: Moicano vs. Saint Denis,Renato Moicano,Benoit Saint Denis,Renato Moicano,0,0,50,25,1,0,0,0,Lightweight,KO/TKO,2,5:00
UFC Fight Night: Moicano vs. Saint Denis,Nassourdine Imavov,Brendan Allen,Nassourdine Imavov,0,0,57,30,0,1,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Moicano vs. Saint Denis,William Gomis,Joanderson Brito,William Gomis,0,0,43,29,0,3,0,2,Featherweight,S-DEC,3,5:00
UFC Fight Night: Moicano vs. Saint Denis,Bryan Battle,Kevin Jousset,Bryan Battle,0,0,97,58,0,0,0,0,Welterweight,"KO/TKO

      

      
        Punches",2,3:47
UFC Fight Night: Moicano vs. Saint Denis,Morgan Charriere,Gabriel Miranda,Morgan Charriere,1,0,19,11,2,1,0,0,Featherweight,"KO/TKO

      

      
        Punch",2,0:27
UFC Fight Night: Moicano vs. Saint Denis,Fares Ziam,Matt Frevola,Fares Ziam,1,0,58,16,4,1,1,1,Lightweight,"KO/TKO

      

      
        Knee",3,2:59
UFC Fight Night: Moicano vs. Saint Denis,Ion Cutelaba,Ivan Erslan,Ion Cutelaba,0,0,45,39,3,1,0,0,Light Heavyweight,S-DEC,3,5:00
UFC Fight Night: Moicano vs. Saint Denis,Oumar Sy,Da Woon Jung,Oumar Sy,0,0,90,29,2,0,0,0,Light Heavyweight,U-DEC,3,5:00
UFC Fight Night: Moicano vs. Saint Denis,Ludovit Klein,Roosevelt Roberts,Ludovit Klein,0,0,45,24,2,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Moicano vs. Saint Denis,Taylor Lapilus,Vince Morales,Taylor Lapilus,0,0,94,39,0,2,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Moicano vs. Saint Denis,Ailin Perez,Daria Zhelezniakova,Ailin Perez,0,0,7,5,2,1,1,0,Women's Bantamweight,"SUB

      

      
        Arm Triangle",1,3:52
UFC Fight Night: Moicano vs. Saint Denis,Daniel Barez,Victor Altamirano,Daniel Barez,1,0,67,71,0,0,0,0,Flyweight,U-DEC,3,5:00
UFC Fight Night: Moicano vs. Saint Denis,Jacqueline Cavalcanti,Nora Cornolle,Jacqueline Cavalcanti,0,0,54,54,0,1,0,0,Women's Bantamweight,S-DEC,3,5:00
UFC Fight Night: Moicano vs. Saint Denis,Chris Duncan,Bolaji Oki,Chris Duncan,0,0,10,28,0,2,1,0,Lightweight,"SUB

      

      
        Guillotine Choke",1,3:34
UFC 306: Riyadh Season Noche UFC,Merab Dvalishvili,Sean O'Malley,Merab Dvalishvili,0,0,82,47,6,0,0,0,Bantamweight,U-DEC,5,5:00
UFC 306: Riyadh Season Noche UFC,Valentina Shevchenko,Alexa Grasso,Valentina Shevchenko,0,0,45,18,8,1,0,2,Women's Flyweight,U-DEC,5,5:00
UFC 306: Riyadh Season Noche UFC,Diego Lopes,Brian Ortega,Diego Lopes,0,0,106,63,1,0,0,0,Featherweight,U-DEC,3,5:00
UFC 306: Riyadh Season Noche UFC,Esteban Ribovics,Daniel Zellhuber,Esteban Ribovics,0,1,156,121,0,0,0,0,Lightweight,S-DEC,3,5:00
UFC 306: Riyadh Season Noche UFC,Ronaldo Rodriguez,Ode Osbourne,Ronaldo Rodriguez,0,1,35,37,1,1,0,2,Flyweight,U-DEC,3,5:00
UFC 306: Riyadh Season Noche UFC,Norma Dumont,Irene Aldana,Norma Dumont,0,0,159,69,0,0,0,0,Women's Bantamweight,U-DEC,3,5:00
UFC 306: Riyadh Season Noche UFC,Ignacio Bahamondes,Manuel Torres,Ignacio Bahamondes,2,0,31,20,0,0,0,0,Lightweight,"KO/TKO

      

      
        Punch",1,4:02
UFC 306: Riyadh Season Noche UFC,Ketlen Souza,Yazmin Jauregui,Ketlen Souza,1,0,21,35,0,0,1,0,Women's Strawweight,"SUB

      

      
        Rear Naked Choke",1,3:02
UFC 306: Riyadh Season Noche UFC,Joshua Van,Edgar Chairez,Joshua Van,0,0,118,79,3,0,0,1,Flyweight,U-DEC,3,5:00
UFC 306: Riyadh Season Noche UFC,Raul Rosas Jr.,Aoriqileng,Raul Rosas Jr.,0,0,41,22,3,0,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Burns vs. Brady,Sean Brady,Gilbert Burns,Sean Brady,0,0,130,47,7,1,0,0,Welterweight,U-DEC,5,5:00
UFC Fight Night: Burns vs. Brady,Natalia Silva,Jessica Andrade,Natalia Silva,0,0,117,50,0,0,0,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Burns vs. Brady,Steve Garcia,Kyle Nelson,Steve Garcia,0,0,22,1,0,0,0,0,Featherweight,"KO/TKO

      

      
        Elbows",1,3:59
UFC Fight Night: Burns vs. Brady,Cody Durden,Matt Schnell,Cody Durden,0,0,34,40,0,0,1,0,Bantamweight,"SUB

      

      
        Guillotine Choke",2,0:29
UFC Fight Night: Burns vs. Brady,Yanal Ashmouz,Trevor Peek,Yanal Ashmouz,0,0,42,55,9,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Burns vs. Brady,Chris Padilla,Rongzhu,Chris Padilla,0,0,68,49,0,0,0,0,Lightweight,KO/TKO,2,4:14
UFC Fight Night: Burns vs. Brady,Isaac Dulgarian,Brendon Marotte,Isaac Dulgarian,0,0,41,3,2,0,2,0,Featherweight,"SUB

      

      
        Arm Triangle",2,4:19
UFC Fight Night: Burns vs. Brady,Andre Lima,Felipe dos Santos,Andre Lima,0,0,18,38,2,0,2,0,Flyweight,U-DEC,3,5:00
UFC Fight Night: Burns vs. Brady,Gabriel Santos,Yizha,Gabriel Santos,1,0,76,41,2,0,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Burns vs. Brady,Jaqueline Amorim,Vanessa Demopoulos,Jaqueline Amorim,0,0,2,2,1,0,1,0,Women's Strawweight,"SUB

      

      
        Armbar",1,3:28
UFC Fight Night: Burns vs. Brady,Andre Petroski,Dylan Budka,Andre Petroski,0,0,23,17,3,0,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Burns vs. Brady,Nathan Fletcher,Zygimantas Ramaska,Nathan Fletcher,0,0,14,6,4,0,1,1,Featherweight,"SUB

      

      
        Arm Triangle",2,1:14
UFC Fight Night: Cannonier vs. Borralho,Caio Borralho,Jared Cannonier,Caio Borralho,1,0,153,83,0,0,1,0,Middleweight,U-DEC,5,5:00
UFC Fight Night: Cannonier vs. Borralho,Tabatha Ricci,Angela Hill,Tabatha Ricci,0,0,101,112,3,0,0,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Borralho,Ryan Loder,Robert Valentin,Ryan Loder,0,0,42,1,1,0,1,2,Middleweight,"KO/TKO

      

      
        Elbows",2,1:49
UFC Fight Night: Cannonier vs. Borralho,Mairon Santos,Kaan Ofli,Mairon Santos,1,0,31,12,0,0,0,0,Featherweight,"KO/TKO

      

      
        Punch",2,1:30
UFC Fight Night: Cannonier vs. Borralho,Michael Morales,Neil Magny,Michael Morales,1,0,34,5,0,0,0,0,Welterweight,"KO/TKO

      

      
        Punches",1,4:39
UFC Fight Night: Cannonier vs. Borralho,Gerald Meerschaert,Edmen Shahbazyan,Gerald Meerschaert,0,0,21,48,1,0,1,0,Middleweight,"SUB

      

      
        Arm Triangle",2,4:12
UFC Fight Night: Cannonier vs. Borralho,Francis Marshall,Dennis Buzukja,Francis Marshall,1,0,57,66,1,0,0,0,Lightweight,S-DEC,3,5:00
UFC Fight Night: Cannonier vs. Borralho,Zachary Reese,Jose Daniel Medina,Zachary Reese,0,0,75,32,5,1,1,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Borralho,Viacheslav Borshchev,James Llontop,Viacheslav Borshchev,0,0,96,93,0,0,0,0,Lightweight,S-DEC,3,5:00
UFC Fight Night: Cannonier vs. Borralho,Jacqueline Cavalcanti,Josiane Nunes,Jacqueline Cavalcanti,0,0,91,52,0,0,0,0,Women's Bantamweight,S-DEC,3,5:00
UFC Fight Night: Cannonier vs. Borralho,Wang Cong,Victoria Leonardo,Wang Cong,1,0,10,1,0,0,0,0,Women's Flyweight,"KO/TKO

      

      
        Punches",1,1:02
UFC 305: Du Plessis vs. Adesanya,Dricus Du Plessis,Israel Adesanya,Dricus Du Plessis,0,0,90,97,4,0,2,0,Middleweight,"SUB

      

      
        Rear Naked Choke",4,3:38
UFC 305: Du Plessis vs. Adesanya,Kai Kara-France,Steve Erceg,Kai Kara-France,2,0,18,9,0,0,0,0,Flyweight,"KO/TKO

      

      
        Punch",1,4:04
UFC 305: Du Plessis vs. Adesanya,Dan Hooker,Mateusz Gamrot,Dan Hooker,0,0,65,64,0,5,0,0,Lightweight,S-DEC,3,5:00
UFC 305: Du Plessis vs. Adesanya,Jairzinho Rozenstruik,Tai Tuivasa,Jairzinho Rozenstruik,0,0,91,37,0,0,0,0,Heavyweight,S-DEC,3,5:00
UFC 305: Du Plessis vs. Adesanya,Carlos Prates,Li Jingliang,Carlos Prates,3,0,55,41,0,0,0,0,Welterweight,"KO/TKO

      

      
        Punch",2,4:02
UFC 305: Du Plessis vs. Adesanya,Valter Walker,Junior Tafa,Valter Walker,0,0,4,5,2,0,1,0,Heavyweight,"SUB

      

      
        Heel Hook",1,4:56
UFC 305: Du Plessis vs. Adesanya,Ricardo Ramos,Josh Culibao,Ricardo Ramos,0,1,27,70,1,0,1,0,Featherweight,S-DEC,3,5:00
UFC 305: Du Plessis vs. Adesanya,Casey O'Neill,Luana Santos,Casey O'Neill,0,0,83,41,0,1,1,0,Women's Flyweight,U-DEC,3,5:00
UFC 305: Du Plessis vs. Adesanya,Jack Jenkins,Herbert Burns,Jack Jenkins,2,0,73,24,0,2,0,0,Featherweight,"KO/TKO

      

      
        Punches",3,0:48
UFC 305: Du Plessis vs. Adesanya,Tom Nolan,Alex Reyes,Tom Nolan,0,0,84,69,0,2,1,0,Lightweight,U-DEC,3,5:00
UFC 305: Du Plessis vs. Adesanya,Song Kenan,Ricky Glenn,Song Kenan,0,0,87,40,1,2,0,0,Welterweight,U-DEC,3,5:00
UFC 305: Du Plessis vs. Adesanya,Jesus Aguilar,Stewart Nicoll,Jesus Aguilar,0,0,3,8,0,1,1,0,Flyweight,"SUB

      

      
        Guillotine Choke",1,2:39
UFC Fight Night: Tybura vs. Spivac 2,Serghei Spivac,Marcin Tybura,Serghei Spivac,0,0,3,0,1,0,1,0,Heavyweight,"SUB

      

      
        Armbar",1,1:44
UFC Fight Night: Tybura vs. Spivac 2,Chepe Mariscal,Damon Jackson,Chepe Mariscal,0,0,73,32,5,1,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Tybura vs. Spivac 2,Danny Barlow,Nikolay Veretennikov,Danny Barlow,0,0,47,50,0,0,0,0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Tybura vs. Spivac 2,Chris Gutierrez,Quang Le,Chris Gutierrez,0,0,59,16,0,2,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Tybura vs. Spivac 2,Yana Santos,Chelsea Chandler,Yana Santos,1,0,94,56,0,0,0,0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Tybura vs. Spivac 2,Toshiomi Kazama,Charalampos Grigoriou,Toshiomi Kazama,0,1,2,26,1,0,1,0,Bantamweight,"SUB

      

      
        Triangle Choke",2,1:55
UFC Fight Night: Tybura vs. Spivac 2,Karol Rosa,Pannie Kianzad,Karol Rosa,0,0,117,92,1,0,0,0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Tybura vs. Spivac 2,Jhonata Diniz,Karl Williams,Jhonata Diniz,0,0,59,29,0,2,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Tybura vs. Spivac 2,Youssef Zalal,Jarno Errens,Youssef Zalal,0,0,10,6,1,0,1,0,Featherweight,"SUB

      

      
        Rear Naked Choke",1,3:52
UFC Fight Night: Tybura vs. Spivac 2,Stephanie Luciano,Talita Alencar,Stephanie Luciano,1,0,72,41,0,1,0,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Nurmagomedov,Umar Nurmagomedov,Cory Sandhagen,Umar Nurmagomedov,0,0,98,71,5,0,0,0,Bantamweight,U-DEC,5,5:00
UFC Fight Night: Sandhagen vs. Nurmagomedov,Shara Magomedov,Michal Oleksiejczuk,Shara Magomedov,0,0,97,77,0,3,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Nurmagomedov,Deiveson Figueiredo,Marlon Vera,Deiveson Figueiredo,1,0,45,52,2,0,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Nurmagomedov,Michael Chiesa,Tony Ferguson,Michael Chiesa,0,0,4,10,1,0,1,0,Welterweight,"SUB

      

      
        Rear Naked Choke",1,3:44
UFC Fight Night: Sandhagen vs. Nurmagomedov,Mackenzie Dern,Loopy Godinez,Mackenzie Dern,0,0,72,67,2,2,0,1,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Nurmagomedov,Joel Alvarez,Elves Brener,Joel Alvarez,1,0,95,45,0,0,1,0,Lightweight,"KO/TKO

      

      
        Knees",3,3:36
UFC Fight Night: Sandhagen vs. Nurmagomedov,Azamat Murzakanov,Alonzo Menifield,Azamat Murzakanov,1,0,45,15,0,0,0,0,Light Heavyweight,"KO/TKO

      

      
        Punches",2,3:18
UFC Fight Night: Sandhagen vs. Nurmagomedov,Kaue Fernandes,Mohammad Yahya,Kaue Fernandes,1,0,37,4,0,0,0,0,Lightweight,"KO/TKO

      

      
        Punches",1,4:45
UFC Fight Night: Sandhagen vs. Nurmagomedov,Shamil Gaziev,Don'Tale Mayes,Shamil Gaziev,0,0,31,27,2,0,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Nurmagomedov,Guram Kutateladze,Jordan Vucenic,Guram Kutateladze,0,1,30,34,1,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Nurmagomedov,Sam Hughes,Viktoriia Dudakova,Sam Hughes,0,0,97,61,0,3,0,0,Women's Strawweight,S-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Nurmagomedov,Jai Herbert,Rolando Bedoya,Jai Herbert,1,0,82,67,2,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Sandhagen vs. Nurmagomedov,Sedriques Dumas,Denis Tiuliulin,Sedriques Dumas,0,0,49,26,3,3,0,0,Middleweight,U-DEC,3,5:00
UFC 304: Edwards vs. Muhammad 2,Belal Muhammad,Leon Edwards,Belal Muhammad,0,0,68,47,9,2,0,0,Welterweight,U-DEC,5,5:00
UFC 304: Edwards vs. Muhammad 2,Tom Aspinall,Curtis Blaydes,Tom Aspinall,1,0,14,5,0,0,0,0,Heavyweight,"KO/TKO

      

      
        Punch",1,1:00
UFC 304: Edwards vs. Muhammad 2,Paddy Pimblett,King Green,Paddy Pimblett,0,0,8,15,0,1,2,0,Lightweight,"SUB

      

      
        Triangle Choke",1,3:22
UFC 304: Edwards vs. Muhammad 2,Gregory Rodrigues,Christian Leroy Duncan,Gregory Rodrigues,0,0,45,29,4,0,0,0,Middleweight,U-DEC,3,5:00
UFC 304: Edwards vs. Muhammad 2,Arnold Allen,Giga Chikadze,Arnold Allen,0,0,61,38,0,0,0,0,Featherweight,U-DEC,3,5:00
UFC 304: Edwards vs. Muhammad 2,Nathaniel Wood,Daniel Pineda,Nathaniel Wood,1,0,66,32,0,1,1,0,Featherweight,U-DEC,3,5:00
UFC 304: Edwards vs. Muhammad 2,Bruna Brasil,Molly McCann,Bruna Brasil,0,0,44,32,3,2,0,0,Women's Strawweight,U-DEC,3,5:00
UFC 304: Edwards vs. Muhammad 2,Jake Hadley,Caolan Loughran,Jake Hadley,0,0,81,66,0,1,0,0,Bantamweight,U-DEC,3,5:00
UFC 304: Edwards vs. Muhammad 2,Muhammad Mokaev,Manel Kape,Muhammad Mokaev,0,0,30,20,3,0,0,0,Flyweight,U-DEC,3,5:00
UFC 304: Edwards vs. Muhammad 2,Oban Elliott,Preston Parsons,Oban Elliott,0,0,44,36,1,1,0,0,Welterweight,U-DEC,3,5:00
UFC 304: Edwards vs. Muhammad 2,Modestas Bukauskas,Marcin Prachnio,Modestas Bukauskas,0,0,38,70,2,0,1,0,Light Heavyweight,"SUB

      

      
        Arm Triangle",3,3:12
UFC 304: Edwards vs. Muhammad 2,Sam Patterson,Kiefer Crosbie,Sam Patterson,0,0,9,9,1,0,1,0,Welterweight,"SUB

      

      
        Arm Triangle",1,2:50
UFC 304: Edwards vs. Muhammad 2,Mick Parkin,Lukasz Brzeski,Mick Parkin,1,0,34,24,0,0,0,0,Heavyweight,"KO/TKO

      

      
        Punches",1,3:23
UFC 304: Edwards vs. Muhammad 2,Shauna Bannon,Alice Ardelean,Shauna Bannon,0,0,77,57,0,2,0,0,Women's Strawweight,S-DEC,3,5:00
UFC Fight Night: Lemos vs. Jandiroba,Virna Jandiroba,Amanda Lemos,Virna Jandiroba,0,0,2,2,1,0,4,1,Women's Strawweight,"SUB

      

      
        Armbar",2,4:48
UFC Fight Night: Lemos vs. Jandiroba,Steve Garcia,SeungWoo Choi,Steve Garcia,1,0,15,9,0,0,0,0,Featherweight,"KO/TKO

      

      
        Punch",1,1:36
UFC Fight Night: Lemos vs. Jandiroba,Kurt Holobaugh,Kaynan Kruschewsky,Kurt Holobaugh,0,0,92,89,1,3,0,2,Lightweight,U-DEC,3,5:00
UFC Fight Night: Lemos vs. Jandiroba,Bruno Silva,Cody Durden,Bruno Silva,1,0,42,28,0,1,0,3,Flyweight,"KO/TKO

      

      
        Punches",2,2:58
UFC Fight Night: Lemos vs. Jandiroba,Dooho Choi,Bill Algeo,Dooho Choi,0,0,21,17,2,2,3,0,Featherweight,"KO/TKO

      

      
        Punch",2,3:38
UFC Fight Night: Lemos vs. Jandiroba,Hyder Amil,JeongYeong Lee,Hyder Amil,0,0,42,4,0,0,0,0,Featherweight,"KO/TKO

      

      
        Punches",1,1:05
UFC Fight Night: Lemos vs. Jandiroba,Cody Gibson,Brian Kelleher,Cody Gibson,0,0,13,2,2,0,1,0,Bantamweight,"SUB

      

      
        Arm Triangle",1,3:58
UFC Fight Night: Lemos vs. Jandiroba,Miranda Maverick,Dione Barbosa,Miranda Maverick,0,0,30,21,2,1,0,1,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Lemos vs. Jandiroba,Trey Ogden,Loik Radzhabov,Trey Ogden,0,0,24,42,4,0,2,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Lemos vs. Jandiroba,Luana Carolina,Lucie Pudilova,Luana Carolina,0,0,94,43,0,2,0,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Lemos vs. Jandiroba,Thomas Petersen,Mohammed Usman,Thomas Petersen,0,0,76,63,2,0,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Namajunas vs. Cortez,Rose Namajunas,Tracy Cortez,Rose Namajunas,1,0,96,58,5,2,0,0,Women's Flyweight,U-DEC,5,5:00
UFC Fight Night: Namajunas vs. Cortez,Muslim Salikhov,Santiago Ponzinibbio,Muslim Salikhov,0,0,46,41,0,2,0,0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Namajunas vs. Cortez,Jean Silva,Drew Dober,Jean Silva,0,0,53,59,0,0,0,0,Lightweight,KO/TKO,3,1:28
UFC Fight Night: Namajunas vs. Cortez,Gabriel Bonfim,Ange Loosa,Gabriel Bonfim,0,0,101,52,1,4,0,0,Welterweight,U-DEC,3,5:00
